,100s,4 Wickets in Inn,50s,Balls Faced,Balls_Average,Bat_Average,Bowl_Strike_rate,Ducks,Economy_Rate,Innings,Maidens,Matches,Not Outs,Opening Batting,Overs,Runs,Runs_Conceded,Strike Rate,Wickets,performance
1340,0,8,13,4008,29.83,28.3,39.62,6,4.52,159,113,189,55,0,1578,2943,7129,73.43,239,78
1341,0,0,1,225,61,14.7,66,2,5.55,10,0,12,0,0,11,147,61,65.33,1,39
1342,0,0,0,94,103,9.6,126,1,4.9,8,0,10,3,0,42,48,206,51.06,2,5
1343,0,0,0,155,63,13.83,48,0,7.88,6,0,9,0,5,8,83,63,53.55,1,37
1344,0,1,0,7,13.63,1,22.5,0,3.63,1,2,3,0,0,30,1,109,14.29,8,95
1345,0,1,0,13,25.63,0,32.25,0,4.77,1,3,5,1,0,43,3,205,23.08,8,90
1346,4,5,28,5647,35.32,32.49,44.63,9,4.75,161,39,188,23,0,1019,4483,4839,79.39,137,67
1347,0,1,0,56,40.78,4.8,51.44,0,4.76,7,6,12,2,0,77.1,24,367,42.86,9,60
1348,0,0,0,9,45,0,60,0,4.5,1,1,1,1,0,10,1,45,11.11,1,55
1349,0,0,0,14,0,4,0,0,0,1,0,1,0,0,1,4,0,28.57,0,6
1350,0,0,0,135,40.86,14,54.43,0,4.5,10,7,17,3,0,127,98,572,72.59,14,60
1351,0,0,1,977,55.95,12.97,61.67,1,5.44,46,12,60,7,0,215.5,506,1175,51.79,21,45
1352,0,1,0,526,50.93,8.23,68.65,9,4.45,52,48,64,22,0,492,247,2190,46.96,43,50
1353,0,0,0,62,51.4,4.33,52.8,1,5.84,6,0,7,0,0,44,26,257,41.94,5,49
1354,0,0,0,15,34,9,44,0,4.64,2,0,3,1,0,22,9,102,60,3,69
1355,0,0,0,11,0,4,0,0,0,1,0,1,0,0,0,4,0,36.36,0,6
1356,0,0,0,24,15.8,19,30,0,3.16,1,0,3,0,0,25,19,79,79.17,5,95
1357,0,12,0,655,1,17.26,0,1,0,22,0,23,3,0,6,328,0,50.08,0,19
1358,0,0,0,94,0,8.6,0,0,0,5,0,5,0,5,0,43,0,45.74,0,10
1359,0,4,0,553,27.77,13.89,36.63,3,4.55,48,25,79,12,0,634.5,500,2888,90.42,104,84
1360,0,0,1,273,102,19.7,122,1,5.02,11,0,12,1,5,61,197,306,72.16,3,20
1361,0,0,0,43,84,9,66,0,7.64,2,0,2,0,0,11,18,84,41.86,1,16
1362,0,1,0,185,33.62,4.76,43.56,5,4.63,27,41,52,10,0,442.5,81,2051,43.78,61,71
1363,0,1,3,830,38.36,16.93,55.43,6,4.15,54,25,80,13,0,665.1,694,2762,83.61,72,64
1364,6,3,30,5504,37.26,39.75,44.62,15,5.01,161,30,198,33,2,989.1,5088,4955,92.44,133,65
1365,0,0,0,9,46.83,1.25,48,3,5.85,4,0,5,0,0,48,5,281,55.56,6,54
1366,0,0,10,1615,0,29.78,0,2,0,40,0,41,3,25,6,1102,0,68.24,0,38
1367,0,0,0,175,0,25.25,0,0,0,4,45,4,0,2,0,101,22.5,57.71,0,30
1368,0,0,1,242,36.47,15,46.94,4,4.66,23,15,40,9,0,266,210,1240,86.78,34,66
1369,2,0,22,5020,30.5,29.25,42,16,4.36,137,1,150,21,3,14,3393,61,67.59,2,75
1370,0,1,0,40,30.2,10.5,44.4,0,4.08,2,2,4,0,0,37,21,151,52.5,5,75
1371,0,0,0,47,29.33,11.67,40,0,4.4,5,0,5,2,0,20,35,88,74.47,3,78
1372,0,2,0,29,23.56,12.5,27.23,1,5.19,7,11,35,5,0,281.2,25,1461,86.21,62,92
1373,0,1,0,15,42.5,2.5,34,2,7.5,5,2,6,3,0,34,5,255,33.33,6,58
1374,11,0,44,8290,0,36.09,0,17,13,187,0,189,8,187,1,6460,13,77.93,0,62
1375,0,0,0,16,0,2.5,0,0,6.7,2,0,2,0,0,10,5,67,31.25,0,4
1376,0,0,0,11,41.6,0,45.8,0,5.45,4,1,6,4,0,38.1,4,208,36.36,5,59
1377,0,0,0,12,41.5,18,30,0,8.3,1,0,2,0,0,10,18,83,150,2,59
1378,0,0,0,5,72,0,66,1,6.55,1,0,1,0,0,11,0,72,0,1,28
1379,0,0,1,253,31.63,18.13,44.84,3,4.23,19,14,20,3,0,142,290,601,114.62,19,44
1380,0,2,0,571,41.56,12,44.2,4,5.64,41,18,56,13,0,434.4,336,2452,58.84,59,59
1381,0,0,0,73,32.62,26,35.77,1,5.47,8,7,10,7,0,77.3,26,424,35.62,13,71
1382,0,0,0,77,0,5,0,0,0,3,0,3,0,0,0,15,0,19.48,0,7
1383,0,3,0,99,31.13,4.1,31.4,3,5.95,16,6,32,6,0,235.3,41,1401,41.41,45,73
1384,0,0,0,58,0,14,0,0,0,2,0,2,0,2,1,28,0,48.28,0,16
1385,0,0,3,895,85,24,72,0,7.08,22,0,22,1,22,12,504,85,56.31,1,28
1386,0,1,0,216,40.85,10.55,59.09,3,4.15,25,32,70,14,0,541.4,116,2247,53.7,55,60
1387,0,0,4,1471,0,27.69,0,1,1.5,28,0,29,2,24,2,720,3,48.95,0,34
1388,0,0,0,42,15.5,22,28.5,0,3.26,1,4,2,0,0,19,22,62,52.38,4,95
1389,10,0,36,8084,45.11,35.79,44,14,6.15,187,0,188,15,56,66,6156,406,76.15,9,55
1390,0,4,0,323,29.53,8.42,33.91,7,5.22,42,35,90,9,0,723.3,278,3780,86.07,128,78
1391,0,0,0,8,0,1,0,0,6.67,1,0,1,0,0,3,1,20,12.5,0,3
1392,1,0,7,1107,1,42.24,0,2,0,26,0,27,5,0,7,887,0,80.13,0,74
1393,0,0,0,6,0,0,0,0,3.36,1,3,2,1,0,14,1,47,16.67,0,0
1394,20,0,47,9626,0,48.35,0,9,5,203,0,218,37,0,7,8026,35,83.38,0,86
1395,1,0,28,5907,0,32.24,0,4,6.67,110,0,113,1,109,3,3514,20,59.49,0,48
1396,0,1,1,583,28.25,19.86,40.59,4,4.18,47,33,83,25,0,656.1,437,2740,74.96,97,81
1397,0,0,0,172,30.85,14,35.65,1,5.19,14,5,15,3,0,118.5,154,617,89.53,20,75
1398,0,0,0,312,0,13,0,2,0,17,0,27,7,0,0,130,0,41.67,0,15
1399,0,1,0,94,27.95,6.08,34.25,2,4.9,15,23,37,3,0,319.4,73,1565,77.66,56,84
1400,5,3,9,1757,24.13,67,28.73,1,5.04,32,18,33,9,0,263.2,1541,1327,87.71,55,91
1401,49,6,96,21367,44.48,44.83,52.3,20,5.1,452,24,463,41,340,1342.2,18426,6850,86.24,154,56
1402,0,0,1,206,2,34.25,0,1,0,4,0,4,0,0,3,137,0,66.5,0,56
1403,0,0,0,94,0,20,0,0,0,2,0,2,0,2,0,40,0,42.55,0,20
1404,0,1,0,14,26.25,5,31.5,0,5,2,2,4,1,0,21,5,105,35.71,4,87
1405,0,0,0,67,0,6.4,0,1,0,5,0,5,0,0,2,32,0,47.76,0,8
1406,0,0,0,22,0,4,0,0,0,1,0,1,0,0,0,4,0,18.18,0,6
1407,0,1,0,16,36.33,22,35.83,1,6.08,2,0,5,1,0,35.5,22,218,137.5,6,66
1408,15,0,37,9129,12,34.17,0,17,0,220,0,232,17,186,49,6936,0,75.98,0,56
1409,0,1,0,5,14.42,5,16.17,0,5.35,1,0,4,0,0,32.2,5,173,100,12,95
1410,4,0,20,4130,31.33,34.66,34.67,6,5.42,97,0,117,12,19,17.2,2946,94,71.33,3,73
1411,0,0,0,364,5.5,14,3.5,3,9.43,19,0,21,2,1,1.1,238,11,65.38,2,16
1412,0,0,0,7,48,1,52,1,5.54,3,2,3,2,0,26,1,144,14.29,3,52
1413,0,1,0,5,27.53,0,22.87,2,7.22,3,0,9,1,0,57.1,0,413,0,15,84
1414,0,0,0,0,0,0,0,0,10.5,0,0,1,0,0,4,0,42,0,0,0
1415,0,0,0,21,73,1,72,1,6.08,2,0,3,0,0,12,2,73,9.52,1,27
1416,0,0,0,7,55,2,57,0,5.79,1,2,2,0,0,19,2,110,28.57,2,45
1417,0,0,0,251,40.83,16.29,46.58,0,5.26,15,1,20,1,0,93.1,228,490,90.84,12,60
1418,0,0,0,0,22,0,64,0,2.06,0,2,1,0,0,8,0,22,0,1,93
1419,0,1,0,280,35.31,7.54,49.02,5,4.32,30,37,50,6,0,447,181,1942,64.64,55,67
1420,0,0,5,1427,38.14,22.95,50.5,2,4.53,52,21,56,10,0,353.3,964,1602,67.55,42,64
1421,0,0,21,3344,48.5,37.19,60,3,4.85,77,1,82,13,0,20,2380,97,71.17,2,52
1422,0,1,0,108,23.46,6.43,32.38,1,4.35,9,5,10,2,0,70.1,45,305,41.67,13,92
1423,0,1,1,424,27.86,18.67,33.52,4,4.99,27,17,38,6,0,279.2,392,1393,92.45,50,84
1424,0,0,0,75,0,0,0,0,6.88,2,0,3,2,0,8,36,55,48,0,0
1425,3,2,24,4527,34.2,29.05,42.72,13,4.8,130,24,135,12,0,669.2,3428,3215,75.72,94,69
1426,2,0,13,6588,23.5,29.6,30,10,4.7,168,1,200,40,11,30,3789,141,57.51,6,92
1427,0,1,0,344,44.25,15.31,45.1,1,5.89,18,7,24,5,0,150.2,199,885,57.85,20,56
1428,0,0,1,148,0,26,0,0,0,3,0,3,0,0,0,78,0,52.7,0,32
1429,0,0,0,32,17.67,11,18.67,0,5.68,1,0,2,0,0,7,11,53,34.38,3,95
1430,1,1,1,403,30,26.09,26.4,0,6.82,12,1,12,1,1,22,287,150,71.22,5,75
1431,0,0,0,56,0,0,0,0,0,2,0,3,2,0,2,49,0,87.5,0,0
1432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1433,0,1,0,16,44.8,5,60,0,4.48,4,6,5,2,0,50,10,224,62.5,5,56
1434,0,0,1,133,0,52.5,0,0,0,4,0,5,2,0,0,105,0,78.95,0,93
1435,0,1,0,40,25.63,7,28.94,0,5.31,5,6,10,4,0,77.1,7,410,17.5,16,90
1436,0,0,0,175,51.95,11,80.21,1,3.89,17,15,27,9,0,254,88,987,50.29,19,49
1437,0,3,0,242,27.77,11.64,35.07,3,4.75,25,18,45,11,0,350.4,163,1666,67.36,60,84
1438,0,0,0,37,36.43,23,34.29,1,6.38,3,0,4,2,0,40,23,255,62.16,7,66
1439,0,1,0,89,47,7.14,52.27,1,5.4,11,2,15,4,0,130.4,50,705,56.18,15,53
1440,12,0,21,5087,54.75,37.37,58,13,5.66,122,0,123,6,122,38.4,4335,219,85.22,4,46
1441,0,0,0,5,0,4,0,0,8,2,0,2,1,0,4,4,32,80,0,6
1442,4,0,22,3658,83,51.25,91.5,5,5.44,65,0,68,10,3,30.3,2819,166,77.06,2,91
1443,0,1,0,249,25.75,21.67,33.56,1,4.6,10,0,11,4,0,89.3,130,412,52.21,16,90
1444,0,0,0,76,0,9,0,1,0,5,0,6,1,0,1,36,0,47.37,0,11
1445,0,3,0,140,24.72,25.25,36.88,0,4.02,12,22,22,8,0,194.2,101,791,72.14,32,91
1446,0,0,0,3,50.33,0,50,0,6.04,1,2,4,1,0,25,2,151,66.67,3,50
1447,0,7,0,0,24.97,7,31.53,3,4.75,21,44,61,13,0,494,56,2347,0,94,91
1448,0,0,1,732,50.14,19.84,58.5,1,5.14,26,4,26,1,0,136.3,496,702,67.76,14,50
1449,0,1,0,0,22.43,0,24.86,0,5.41,0,0,5,0,0,29,0,157,0,7,93
1450,0,0,0,0,20.5,0,24,0,5.13,0,0,1,0,0,8,0,41,0,2,95
1451,0,0,0,11,34,9,31.75,0,6.43,2,1,3,1,0,21.1,9,136,81.82,4,69
1452,0,2,0,372,32.13,9.52,39.39,7,4.89,52,67,94,21,0,722.1,295,3534,79.3,110,71
1453,0,1,0,31,36.79,15,53.68,0,4.11,10,12,20,9,0,170,15,699,48.39,19,66
1454,1,0,0,279,0,41.17,0,0,0,6,0,6,0,6,3,247,0,88.53,0,72
1455,0,0,0,23,0,21,0,0,0,1,0,1,0,0,0,21,0,91.3,0,22
1456,3,0,9,2357,0,47,0,1,0,40,1,41,6,29,1,1598,0,67.8,0,84
1457,0,0,2,970,103,14.35,126,8,4.9,40,0,41,0,0,21,574,103,59.18,1,16
1458,1,0,20,3603,58.75,38.81,68,5,5.18,81,0,87,11,2,45.2,2717,235,75.41,4,66
1459,0,0,0,2,48,0,55,0,5.24,1,4,4,1,0,27.3,1,144,50,3,52
1460,0,1,0,48,32.67,14.25,32.25,0,6.08,7,1,7,3,0,64.3,57,392,118.75,12,71
1461,0,0,0,46,44.44,11.67,68,1,3.92,7,4,11,4,0,102,35,400,76.09,9,56
1462,0,0,0,0,0,0,0,0,7,0,0,2,0,0,12,0,84,0,0,0
1463,0,0,2,384,0,28.56,0,1,0,9,0,9,0,8,0,257,0,66.93,0,36
1464,0,0,0,30,125,10,108,0,6.94,2,1,2,0,0,18,20,125,66.67,1,12
1465,2,0,20,3542,0,34.59,0,8,0,105,0,116,17,0,32,3044,0,85.94,0,56
1466,0,0,1,392,0,18.07,0,0,3.43,16,0,16,1,2,7,271,24,69.13,0,20
1467,0,6,0,642,29.35,9.72,33.88,10,5.2,65,69,130,18,0,1010.4,457,5253,71.18,179,78
1468,0,1,0,0,26.13,0,39,0,4.02,0,5,7,0,0,52,0,209,0,8,87
1469,0,1,0,133,22.94,5.89,39.94,2,3.45,13,24,26,4,0,211,53,734,39.85,32,93
1470,0,1,0,86,40.08,7,47,0,5.12,8,6,12,1,0,94,49,481,56.98,12,60
1471,1,0,1,639,0,29.88,0,1,12,17,0,17,0,17,1,508,12,79.5,0,38
1472,1,0,2,520,34,27.4,38,2,5.37,15,0,15,0,15,6.2,411,34,79.04,1,69
1473,0,0,1,285,0,18.9,0,1,0,11,0,11,1,0,4,189,0,66.32,0,20
1474,0,0,0,7,0,3,0,0,4.5,1,0,1,0,1,2,3,9,42.86,0,5
1475,0,0,0,28,0,6.5,0,0,0,2,0,2,0,0,1,13,0,46.43,0,8
1476,0,3,0,1,17.48,0,21.13,1,4.96,1,4,12,0,0,81,0,402,0,23,95
1477,0,0,6,1031,0,25.94,0,4,0,42,0,46,6,16,0.2,934,0,90.59,0,30
1478,0,3,4,2411,46.91,16.74,64.44,16,4.37,132,65,164,48,0,1428.3,1406,6239,58.32,133,54
1479,0,13,1,2799,27.54,13.68,39.44,25,4.19,220,277,322,72,0,2629.1,2025,11014,72.35,400,84
1480,0,0,2,512,0,27.8,0,1,0,16,0,18,6,0,6,278,0,54.3,0,34
1481,0,0,0,12,43.5,7.5,46,0,5.67,2,1,4,0,0,30.4,15,174,125,4,57
1482,0,0,2,596,25,20.72,40.94,1,3.66,18,10,18,0,3,116,373,425,62.58,17,90
1483,0,0,0,17,22,0,38,0,3.47,2,5,3,2,0,19,3,66,17.65,3,93
1484,0,0,3,953,29.91,21.1,30.09,2,5.96,31,1,37,1,5,55.1,633,329,66.42,11,78
1485,0,0,3,316,0,120.5,0,0,0,4,0,5,2,0,4,241,0,76.27,0,95
1486,0,1,0,6,10.63,2,15.75,0,4.05,2,3,4,0,0,21,4,85,66.67,8,95
1487,0,1,0,25,29.36,3.75,39.27,2,4.49,6,2,9,2,0,72,15,323,60,11,78
1488,0,0,0,41,33,9.75,41.47,1,4.77,7,2,13,3,0,117.3,39,561,95.12,17,71
1489,0,0,0,70,42.38,14.83,40.46,3,6.29,8,2,10,2,0,87.4,89,551,127.14,13,58
1490,0,0,0,169,9,20.67,15.5,1,3.48,7,1,11,1,0,5.1,124,18,73.37,2,95
1491,0,0,0,15,0,4.5,0,0,0,2,0,2,0,0,1,9,0,60,0,6
1492,0,0,0,40,65.5,0,78,0,5.04,3,2,4,3,0,26,30,131,75,2,35
1493,0,0,0,49,0,35,0,0,0,2,0,2,1,1,0,35,0,71.43,0,60
1494,1,0,1,428,0,46,0,1,0,9,0,9,2,0,0,322,0,75.23,0,82
1495,0,0,0,27,0,7,0,1,0,3,0,3,2,1,2,7,0,25.93,0,9
1496,0,0,0,38,119,26,120,0,5.95,3,0,3,2,0,20,26,119,68.42,1,32
1497,0,0,0,111,0,14.5,0,0,0,5,0,5,1,0,0,58,0,52.25,0,16
1498,0,0,0,456,70,15.78,61.5,2,6.83,20,0,23,2,2,41,284,280,62.28,4,30
1499,0,1,0,38,37.25,8.67,37.5,2,5.96,5,5,5,2,0,50,26,298,68.42,8,65
1500,0,0,4,617,0,26.56,0,2,0,17,0,17,1,9,1,425,0,68.88,0,32
1501,0,0,0,11,0,3,0,1,5.17,2,2,2,1,0,18,3,93,27.27,0,5
1502,0,0,1,481,0,31,0,0,0,8,0,8,0,8,4,248,0,51.56,0,42
1503,0,0,0,166,43,11.83,44.9,1,5.75,7,2,11,1,0,74.5,71,430,42.77,10,57
1504,0,0,0,117,0,48,0,0,0,1,0,1,0,0,0,48,0,41.03,0,86
1505,0,3,0,161,23.21,16.67,28.42,2,4.9,11,4,14,2,0,113.4,150,557,93.17,24,92
1506,0,2,0,492,30.12,12.1,43.4,3,4.16,39,40,63,18,0,491.5,254,2048,51.63,68,75
1507,0,0,0,110,0,10.13,0,0,0,9,0,9,1,0,0,81,0,73.64,0,12
1508,0,0,0,55,0,10,0,1,3.27,3,1,3,0,0,11,30,36,54.55,0,12
1509,0,1,0,261,34.93,18,46.4,0,4.52,16,7,18,7,0,116,162,524,62.07,15,69
1510,0,1,16,2898,40.56,27.15,49.75,9,4.89,83,2,86,10,21,132.4,1982,649,68.39,16,60
1511,0,0,2,642,0,32.27,0,2,0,19,0,20,4,2,7,484,0,75.39,0,48
1512,1,0,23,5179,0,34.73,0,7,4,120,0,129,19,5,1,3508,4,67.74,0,56
1513,0,0,0,126,108.4,10.8,173.6,2,3.75,9,7,15,4,0,140,54,542,42.86,5,12
1514,0,0,0,0,18,0,30,0,3.6,1,0,1,1,0,10,0,36,0,2,95
1515,0,0,1,363,0,24.22,0,2,0,11,0,16,2,1,6,218,0,60.06,0,28
1516,0,0,6,1227,5,22.26,5,4,6,43,0,43,4,23,0.5,868,5,70.74,1,24
1517,0,0,0,15,0,4,0,0,0,1,0,1,0,0,0,4,0,26.67,0,6
1518,0,10,4,2715,31.72,17.33,46.1,23,4.13,187,99,295,57,3,2343.2,2253,9674,82.98,305,73
1519,0,0,1,506,37,21.19,36,0,6.17,16,0,17,0,14,6,339,37,67,1,65
1520,0,0,2,827,37.25,14.22,47.16,5,4.74,43,7,53,7,0,345.5,512,1639,61.91,44,65
1521,0,1,0,146,37.45,9.56,37.79,2,5.95,13,19,31,4,0,239.2,86,1423,58.9,38,65
1522,0,0,1,150,0,26.2,0,0,0,5,0,6,0,5,4,131,0,87.33,0,32
1523,3,0,11,3451,25,27.11,20,8,7.5,99,1,102,10,40,3.2,2413,25,69.92,1,90
1524,0,5,2,830,1,19.95,0,1,0,23,0,25,1,0,3,439,0,52.89,0,20
1525,0,0,0,139,0,9,0,0,0,12,0,22,4,0,0,72,0,51.8,0,11
1526,0,0,0,90,0,15,0,0,8.5,6,0,6,1,0,2,75,17,83.33,0,17
1527,0,2,0,90,35.91,7.82,37.28,5,5.78,14,4,24,3,0,198.5,86,1149,95.56,32,67
1528,0,0,0,30,0,14,0,0,0,1,0,1,0,0,0,14,0,46.67,0,16
1529,1,0,4,998,46,45.79,50.17,0,5.5,28,1,31,9,1,50.1,870,276,87.17,6,54
1530,0,0,0,17,0,8,0,0,0,1,0,1,0,1,0,8,0,47.06,0,10
1531,1,0,10,2164,0,25.75,0,5,0,80,0,94,11,16,0,1777,0,82.12,0,30
1532,0,0,1,90,1,36.5,0,0,0,2,0,2,0,0,1,73,0,81.11,0,62
1533,1,0,0,334,0,28.67,0,1,0,10,0,13,1,0,0,258,0,77.25,0,36
1534,0,5,2,715,34.34,13.7,36.23,12,5.69,56,19,79,13,0,615.5,589,3503,82.38,102,69
1535,0,0,0,0,0,0,0,0,5.33,0,0,1,0,0,6,0,32,0,0,0
1536,0,0,1,713,23,23.27,18.33,1,7.53,15,0,15,0,13,9.1,349,69,48.95,3,92
1537,0,0,0,79,52.13,15.67,54.75,0,5.71,7,3,11,4,0,73,47,417,59.49,8,48
1538,0,1,0,6,29.75,10,33,0,5.41,1,0,3,0,0,22,10,119,166.67,4,78
1539,0,1,0,170,27.3,9.88,50.3,1,3.26,11,24,17,3,0,158,79,546,46.47,20,84
1540,0,0,3,347,0,18.22,0,1,0,18,0,22,0,4,6,328,0,94.52,0,20
1541,1,0,2,1151,0,21.24,0,4,0,33,0,33,0,32,11,701,0,60.9,0,22
1542,0,0,4,1172,0,23.37,0,4,0,38,0,39,3,16,10,818,0,69.8,0,26
1543,0,0,5,1639,56.6,19.08,66.6,10,5.1,72,0,79,6,0,111,1259,566,76.82,10,44
1544,0,0,0,0,58.5,0,60,0,5.85,0,0,2,0,0,20,0,117,0,2,42
1545,0,7,0,451,30.48,6.98,47.67,11,3.84,79,185,205,33,0,1803.4,321,6918,71.18,227,75
1546,0,0,2,732,68.25,28.5,78.5,1,5.22,24,3,28,6,0,49,513,273,70.08,4,32
1547,0,0,0,5,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0
1548,0,0,0,86,0,6.63,0,4,0,8,0,9,0,5,3,53,0,61.63,0,8
1549,0,0,0,124,0,12.67,0,0,0,3,0,3,0,3,0,38,0,30.65,0,14
1550,0,27,0,1445,23.84,10.31,30.52,15,4.69,139,143,262,45,0,2116.2,969,9919,67.06,416,92
1551,0,0,0,184,0,12.75,0,3,5,10,1,10,2,3,15,102,75,55.43,0,14
1552,0,0,0,137,0,16.75,0,0,0,5,0,8,1,0,0,67,0,48.91,0,28
1553,0,2,0,40,28.78,3.5,30.78,5,5.61,14,7,22,8,0,184.4,21,1036,52.5,36,81
1554,0,0,1,410,39.5,15,51.75,1,4.58,12,2,12,0,11,69,180,316,43.9,8,62
1555,0,0,0,76,0,11.67,0,1,0,3,0,3,0,2,3,35,0,46.05,0,13
1556,0,0,0,11,33.33,0,49,0,4.08,3,3,6,3,0,49,1,200,9.09,6,71
1557,0,13,1,1413,25.74,13.05,36.32,10,4.25,107,110,194,29,0,1773.4,1018,7541,72.05,293,90
1558,14,0,17,4498,0,43.43,0,2,8,104,0,106,4,103,1,4343,8,96.55,0,76
1559,0,0,0,0,65,0,60,0,6.5,0,0,1,0,0,10,0,65,0,1,35
1560,0,23,6,4210,23.53,16.52,36.23,28,3.9,280,236,356,55,0,3031,3717,11812,88.29,502,92
1561,0,0,0,431,0,17,0,0,0,26,0,51,13,0,0,221,0,51.28,0,19
1562,0,0,0,70,79,13,114,0,4.16,2,1,3,0,0,19,26,79,37.14,1,21
1563,0,1,2,1168,32.71,22.34,49.33,6,3.98,45,10,54,10,1,169.4,782,687,66.95,21,71
1564,0,0,0,56,25.73,8.25,38.73,1,3.99,6,0,9,2,0,71,33,283,58.93,11,90
1565,0,0,2,750,0,20.95,0,2,4.67,20,0,20,0,19,3,419,14,55.87,0,20
1566,0,1,0,23,27.57,2,31.57,1,5.24,2,2,4,0,0,36.5,4,193,17.39,7,84
1567,0,0,0,0,0,0,0,0,4.78,0,0,1,0,0,9,0,43,0,0,0
1568,0,0,5,838,0,24.91,0,3,0,25,0,28,2,11,6,573,0,68.38,0,28
1569,0,0,0,16,14,11,24,1,3.5,2,1,2,1,1,8,11,28,68.75,2,13
1570,1,0,6,1286,44,30.84,47.5,4,5.56,35,3,35,4,9,95,956,528,74.34,12,56
1571,9,3,33,6365,31.8,40.54,38.49,12,4.96,169,37,190,27,93,1077.4,5757,5342,90.45,168,73
1572,2,0,11,2586,29.25,33.97,27.58,4,6.36,77,2,91,16,0,55.1,2072,351,80.12,12,78
1573,0,0,0,115,35.11,20.6,32.67,0,6.45,6,0,6,1,0,49,103,316,89.57,9,67
1574,0,2,1,290,34.73,18.92,36.81,1,5.66,25,14,42,12,0,294.3,246,1667,84.83,48,69
1575,11,1,37,6723,37.17,45.91,41.06,5,5.43,133,2,139,12,0,239.3,5555,1301,82.63,35,65
1576,0,10,4,1149,31.36,26.64,33.54,6,5.61,57,32,84,18,0,654,1039,3669,90.43,117,73
1577,0,0,2,647,24.89,31.4,46.67,1,3.2,12,12,13,2,11,68,314,224,48.53,9,91
1578,3,0,11,3725,0,33.62,0,4,0,77,0,83,11,68,17,2219,0,59.57,0,52
1579,0,2,0,51,46.9,9,49.68,1,5.66,13,11,40,8,0,331.1,45,1876,88.24,40,54
1580,0,0,0,22,51.67,14,54.67,0,5.67,2,0,4,1,0,27.2,14,155,63.64,3,49
1581,0,0,3,379,0,34,0,0,5,10,0,10,2,6,1,272,5,71.77,0,56
1582,0,0,0,4,171,0,158,0,6.49,1,0,3,1,0,26.2,6,171,150,1,5
1583,0,1,0,351,22.86,16,29.69,2,4.62,18,15,20,3,0,143.3,240,663,68.38,29,93
1584,0,0,2,820,58.93,20.2,69.2,5,5.11,39,2,50,4,7,173,707,884,86.22,15,42
1585,0,0,0,1,8,0,24,0,2,1,0,1,1,0,4,1,8,100,1,95
1586,0,4,0,134,33.63,7.9,33.57,4,6.01,24,23,75,14,0,593,79,3565,58.96,106,70
1587,0,0,0,19,45,3,54,1,5,2,2,3,1,0,18,3,90,15.79,2,55
1588,0,0,2,472,51.19,20.38,63.43,1,4.84,24,7,28,8,0,222,326,1075,69.07,21,49
1589,0,0,0,110,93.25,14.8,103.5,0,5.41,8,2,11,3,0,69,74,373,67.27,4,16
1590,3,0,12,3028,0,36.87,0,2,8.67,56,0,56,1,43,3,2028,26,66.97,0,62
1591,0,2,0,114,42.47,17,50.05,2,5.09,9,3,19,3,0,158.3,102,807,89.47,19,58
1592,0,1,0,32,20.85,5,24.33,2,5.14,6,4,13,2,0,109.3,20,563,62.5,27,95
1593,7,0,48,9629,96,31.25,94.67,22,6.08,255,1,265,23,3,47.2,7249,288,75.28,3,44
1594,14,3,52,9923,38.68,36.56,45.48,18,5.1,278,18,304,40,2,841.2,8701,4294,87.69,111,64
1595,0,1,0,54,20.24,6.6,21.4,2,5.67,8,4,12,3,0,89.1,33,506,61.11,25,95
1596,0,0,0,22,0,0,0,0,6.75,1,0,1,1,0,4,3,27,13.64,0,0
1597,0,0,0,13,17.5,0,15,0,7,1,0,1,1,0,5,3,35,23.08,2,95
1598,0,0,0,154,37.07,7.46,39.77,3,5.59,17,3,35,4,0,291.4,97,1631,62.99,44,71
