,100s,4 Wickets in Inn,50s,Balls Faced,Balls_Average,Bat_Average,Bowl_Strike_rate,Ducks,Economy_Rate,Innings,Maidens,Matches,Not Outs,Opening Batting,Overs,Runs,Runs_Conceded,Strike Rate,Wickets,performance
785,0,1,1,777,36.86,12.75,40.14,7,5.51,53,26,70,9,0,475,561,2617,72.2,71,69
786,0,6,9,1534,28.72,25.35,40.28,5,4.28,64,49,87,15,1,725,1242,3102,80.96,108,81
787,1,5,8,3432,29.9,23.5,38.96,13,4.6,119,77,136,16,0,941.3,2420,4335,70.51,145,78
788,0,0,0,150,22.83,10.17,22.83,0,6,7,1,8,1,0,22.5,61,137,40.67,6,94
789,0,1,11,2014,46.33,26.09,57.36,6,4.85,59,21,61,5,0,372.5,1409,1807,69.96,39,54
790,0,0,0,7,0,1,0,0,0,1,0,1,0,1,0,1,0,14.29,0,3
791,0,1,0,112,31.05,23,41.71,0,4.47,10,5,18,8,0,146,46,652,41.07,21,73
792,0,0,0,38,39.5,16,66,1,3.59,2,3,2,1,0,22,16,79,42.11,2,62
793,0,2,1,401,22.2,18.78,39,4,3.42,25,42,32,7,0,279.3,338,999,84.29,45,94
794,0,0,0,0,41.33,0,38,0,6.53,0,0,2,0,0,19,0,124,0,3,59
795,0,4,0,163,34.09,7.31,35.5,6,5.76,27,13,50,14,0,343.1,95,1977,58.28,58,68
796,0,0,0,6,15.8,6,19.2,0,4.94,2,1,2,1,0,16,6,79,100,5,96
797,0,0,1,861,45.11,16.81,59.83,4,4.52,28,13,28,2,10,179.3,437,812,50.75,18,55
798,0,2,0,619,30.13,8.84,39.77,10,4.55,62,51,79,18,0,517,389,2350,62.84,78,75
799,0,0,0,2,46.25,1,51,0,5.44,1,1,4,0,0,34,1,185,50,4,54
800,0,0,0,267,44,13.14,59.78,1,4.42,16,3,28,2,1,89.4,184,396,68.91,9,56
801,0,0,0,188,37.73,13.09,38.27,2,5.92,18,9,29,7,0,165.5,144,981,76.6,26,66
802,0,0,0,55,36,9.67,50.6,1,4.27,3,1,5,0,0,42.1,29,180,52.73,5,68
803,1,5,13,2810,29.17,24.1,39.95,8,4.38,116,93,160,15,0,1151.5,2434,5047,86.62,173,87
804,0,2,0,130,30.87,4.27,37.6,7,4.93,28,25,42,13,0,282,64,1389,49.23,45,75
805,0,0,0,5,61.5,2,84,0,4.39,2,2,3,1,0,21,2,123,40,2,39
806,0,1,0,136,42.14,4.9,43.36,5,5.83,17,6,26,7,0,159,49,927,36.03,22,58
807,0,0,0,68,0,4,0,1,2,4,0,4,0,0,1,16,2,23.53,0,6
808,2,0,12,3561,0,23.44,0,12,5,87,0,89,1,84,1,2016,5,56.61,0,26
809,0,0,7,2528,0,20.85,0,6,0,77,0,80,5,42,5,1501,0,59.38,0,20
810,0,0,1,613,94,14.7,120,4,4.7,23,2,23,0,10,20,338,94,55.14,1,16
811,0,0,0,0,0,0,0,0,7.86,0,0,1,0,0,7,0,55,0,0,0
812,0,0,0,3,0,0,0,1,4.63,1,0,1,0,0,8,0,37,0,0,0
813,1,0,5,1257,0,27.81,0,1,0,35,0,35,3,24,0,890,0,70.8,0,34
814,0,0,0,80,0,13.75,0,0,0,4,0,7,0,3,0,55,0,68.75,0,15
815,0,0,0,0,0,0,0,0,2,0,1,1,0,0,5,0,10,0,0,0
816,0,0,0,11,0,4,0,1,4.62,2,1,2,1,0,13,4,60,36.36,0,6
817,1,0,2,479,0,36.67,0,2,0,18,0,23,6,0,5,440,0,91.86,0,62
818,0,0,0,400,0,20.71,0,2,0,23,0,36,9,1,0,290,0,72.5,0,20
819,0,0,4,627,39.73,29.24,43.05,2,5.54,29,4,45,4,0,315.4,731,1748,116.59,44,62
820,0,0,0,91,40.83,5.2,54.5,0,4.5,8,10,26,3,0,218,26,980,28.57,24,60
821,0,0,0,3,0,0,0,0,6.43,1,0,1,1,0,7,3,45,100,0,0
822,0,0,0,31,0,20.5,0,0,0,2,0,3,0,0,3,41,0,132.26,0,20
823,0,0,0,463,46.52,6.64,49.88,9,5.6,49,42,65,13,0,540.2,239,3024,51.62,65,54
824,0,0,2,342,0,51.75,0,0,0,6,0,6,2,5,1,207,0,60.53,0,92
825,0,0,0,91,0,18,0,0,0,4,0,4,1,0,2,54,0,59.34,0,20
826,0,0,0,217,0,17.43,0,0,0,7,0,7,0,7,0,122,0,56.22,0,19
827,0,0,0,0,93,0,96,0,5.81,0,0,2,0,0,16,0,93,0,1,14
828,0,0,0,332,0,18.33,0,0,0,10,0,10,1,10,4,165,0,49.7,0,20
829,0,0,1,410,10,12.4,16,1,3.75,20,0,24,0,2,2,248,10,60.49,1,14
830,0,1,0,104,27.25,9.83,34.5,0,4.74,8,6,10,2,0,69,59,327,56.73,12,81
831,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
832,0,5,1,648,29.13,21.17,30.97,3,5.64,38,20,65,14,1,485.1,508,2738,78.4,94,78
833,1,0,14,4867,0,25.69,0,19,0,161,0,179,32,6,5,3314,0,68.09,0,30
834,0,0,0,77,23.55,15.25,30,0,4.71,5,2,6,1,0,55,61,259,79.22,11,92
835,0,0,0,0,23,0,28.5,0,4.84,0,2,2,0,0,19,0,92,0,4,92
836,0,0,0,0,30,0,30,0,6,0,0,1,0,0,10,0,60,0,2,75
837,0,0,0,1,0,0,0,1,7.25,1,0,1,0,0,4,0,29,0,0,0
838,0,5,0,102,20.11,9.75,29.58,2,4.08,11,21,29,7,0,261.2,39,1066,38.24,53,95
839,0,0,0,28,0,24,0,0,4.29,2,0,2,1,0,4.4,24,20,85.71,0,28
840,0,0,0,29,24.33,25,20,0,7.3,1,0,2,0,0,10,25,73,86.21,3,91
841,0,0,0,11,37.57,3,51.43,1,4.38,2,4,8,0,0,60,6,263,54.55,7,66
842,0,0,0,190,31.31,12.93,42.4,3,4.43,20,13,38,6,0,318,181,1409,95.26,45,73
843,0,0,0,736,40.75,16.36,41.25,4,5.93,25,0,31,3,2,27.3,360,163,48.91,4,60
844,0,0,1,399,0,30.38,0,0,0,9,0,10,1,0,1,243,0,60.9,0,40
845,0,0,1,868,50.24,11.75,72.24,6,4.17,63,30,75,10,0,541.5,623,2261,71.77,45,50
846,0,1,2,585,35.3,21.27,40.9,3,5.18,23,3,23,1,21,68.1,468,353,80,10,67
847,0,0,0,23,0,1,0,1,3.1,3,0,3,0,0,15.1,3,47,13.04,0,3
848,0,0,0,162,34.51,13.57,41.1,1,5.04,15,9,43,8,0,335.4,95,1691,58.64,49,66
849,0,0,0,4,0,1,0,1,6.8,2,1,2,1,0,5,1,34,25,0,3
850,0,0,0,95,0,13.33,0,1,0,3,0,3,0,0,0,40,0,42.11,0,15
851,0,3,0,114,30.27,6.73,36.67,4,4.95,27,38,70,16,0,525.4,74,2603,64.91,86,75
852,0,0,4,942,0,23.74,0,2,0,34,0,38,3,25,0,736,0,78.13,0,26
853,0,0,0,0,0,0,0,0,5.8,0,1,1,0,0,10,0,58,0,0,0
854,0,0,2,978,67.5,20.03,84,3,4.82,35,0,39,4,8,28,621,135,63.5,2,33
855,0,1,1,517,45.46,32.13,49.46,1,5.51,22,4,36,7,0,197.5,482,1091,93.23,24,55
856,0,0,0,0,54.25,0,52.25,0,6.23,0,1,4,0,0,34.5,0,217,0,4,46
857,0,0,0,327,0,12.3,0,1,0,10,0,10,0,9,2,123,0,37.61,0,14
858,0,7,5,1941,29.72,23.39,33.84,7,5.27,87,51,120,21,2,975.5,1544,5142,79.55,173,78
859,0,0,0,9,25,2,18,0,8.33,1,0,1,0,0,6,2,50,22.22,2,90
860,2,0,3,713,41.36,27,45.15,7,5.5,41,3,57,11,0,248.2,810,1365,113.6,33,59
861,0,0,1,383,48,25.54,51,0,5.65,14,2,18,1,0,127.3,332,720,86.68,15,52
862,0,0,9,1253,39.27,24.51,57.6,4,4.09,42,9,45,1,0,144,1005,589,80.21,15,62
863,0,0,2,404,0,26.3,0,1,0,12,0,13,2,0,0,263,0,65.1,0,32
864,0,0,0,48,38,10.5,45,0,5.07,2,0,2,0,0,15,21,76,43.75,2,64
865,0,0,0,43,0,3.33,0,2,0,3,0,3,0,3,0,10,0,23.26,0,5
866,0,2,0,101,24.51,8.8,33.89,1,4.34,20,37,59,15,0,508.2,44,2206,43.56,90,91
867,0,1,0,80,42.56,10.5,45.44,0,5.62,8,6,15,4,0,121.1,42,681,52.5,16,58
868,0,0,1,111,0,21.5,0,0,0,4,0,4,0,0,2,86,0,77.48,0,22
869,0,0,0,154,45.27,16.43,46.18,1,5.88,9,1,11,2,0,84.4,115,498,74.68,11,55
870,0,0,1,240,0,31.5,0,0,0,4,0,7,0,3,4,126,0,52.5,0,32
871,0,0,0,150,84.75,6.5,112.5,4,4.52,15,5,21,1,0,150,91,678,60.67,8,17
872,0,0,0,54,0,16.5,0,0,0,3,0,3,1,0,0,33,0,61.11,0,18
873,0,0,0,33,201,11.5,159,0,7.58,3,1,5,1,0,26.3,23,201,69.7,1,13
874,0,0,0,21,0,4,0,0,5.5,2,0,4,0,0,4,8,22,38.1,0,6
875,0,0,0,0,0,0,0,0,7.5,0,0,1,0,0,2,0,15,0,0,0
876,0,0,0,199,31.46,12.67,35.08,0,5.38,12,2,13,0,4,76,152,409,76.38,13,73
877,4,0,11,2456,0,29.5,0,8,5.33,81,0,85,5,59,3,2242,16,91.29,0,38
878,1,9,10,1841,31.2,21.12,31.73,10,5.9,115,25,148,16,0,872.4,2091,5148,113.58,165,73
879,0,0,0,18,43.16,1.6,46.74,4,5.54,7,11,19,2,0,148,8,820,44.44,19,57
880,0,0,1,257,40.15,17.73,44.54,1,5.41,13,2,20,2,0,96.3,195,522,75.88,13,60
881,0,0,0,26,33.88,6.33,41.38,0,4.91,4,0,7,1,0,55.1,19,271,73.08,8,69
882,0,0,1,340,39.15,26.5,47.3,2,4.97,16,2,21,8,0,157.4,212,783,62.35,20,62
883,0,0,0,44,25.67,13,40.67,0,3.79,3,2,3,1,0,19,26,77,59.09,3,90
884,0,0,4,610,0,28,0,0,7,19,0,21,1,8,1,504,7,82.62,0,36
885,0,3,1,688,35.73,20.59,43.71,4,4.91,41,15,79,14,2,546.2,556,2680,80.81,75,67
886,0,0,0,18,0,1.5,0,1,0,2,0,4,0,0,0,3,0,16.67,0,3
887,0,0,0,109,37.42,13,55,1,4.08,8,7,12,3,0,110,65,449,59.63,12,64
888,0,0,0,162,33.16,7.36,43.4,3,4.58,13,6,21,2,0,180.5,81,829,50,25,71
889,0,3,1,434,29.23,31.33,31.04,2,5.65,23,13,39,11,0,269,376,1520,86.64,52,78
890,0,2,0,213,24.05,12.58,31.2,3,4.63,19,20,30,7,0,213.1,151,986,70.89,41,91
891,0,0,0,89,0,6.67,0,1,0,3,0,3,0,3,4,20,0,22.47,0,8
892,0,0,0,5,22,0,42,1,3.14,1,0,1,0,0,7,0,22,0,1,93
893,0,0,6,994,0,24.34,0,1,0,41,0,48,6,7,0,852,0,85.71,0,28
894,0,0,0,59,67.5,9.5,66,0,6.14,3,0,3,1,0,22,19,135,32.2,2,33
895,9,0,25,5128,52.86,40.73,56.43,7,5.62,125,0,136,16,12,65.5,4440,370,86.58,7,42
896,0,0,0,29,0,6.67,0,1,6.08,3,0,3,0,0,13.1,20,80,68.97,0,8
897,0,0,0,89,0,9,0,0,0,4,0,4,0,2,1,36,0,40.45,0,11
898,0,0,0,193,0,14.4,0,1,10,5,0,5,0,4,2.3,72,25,37.31,0,16
899,0,6,1,588,30.66,19.47,31.27,3,5.88,45,14,78,15,0,604.3,584,3557,99.32,116,75
900,0,0,0,9,0,4,0,0,2,1,1,1,0,0,10,4,20,44.44,0,6
901,0,0,0,37,0,2.25,0,1,6.74,4,2,5,0,0,32.2,9,218,24.32,0,4
902,3,0,9,2464,39.12,25.72,40.88,12,5.74,95,4,101,6,0,340.4,2289,1956,92.9,50,62
903,0,0,1,145,0,33.5,0,0,0,2,0,3,0,0,1,67,0,46.21,0,52
904,1,17,14,4059,24.51,26.46,39.98,20,3.68,205,313,303,72,0,2618.4,3519,9631,86.7,393,91
905,30,0,82,17046,34.67,42.04,50,20,4.16,365,0,375,39,6,25,13704,104,80.39,3,69
906,0,0,0,56,0,22,0,0,0,2,0,2,0,2,1,44,0,78.57,0,24
907,0,0,1,377,0,11.29,0,7,0,21,0,21,0,10,7,237,0,62.86,0,13
908,0,0,0,4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
909,0,0,0,9,11,3,36,0,1.83,1,5,2,0,0,18,3,33,33.33,3,95
910,11,0,15,5365,55,31.55,0,9,0,121,0,124,3,107,59,3723,0,69.39,0,45
911,0,0,0,41,0,24,0,0,0,1,0,3,0,0,0,24,0,58.54,0,28
912,0,0,1,260,35.03,11.64,45.18,0,4.65,19,6,31,5,0,256,163,1191,62.69,34,67
913,0,2,0,164,31.54,5.36,40.14,8,4.71,25,33,55,3,0,475,118,2239,71.95,71,62
914,0,0,8,1217,0,21.77,0,4,0,44,0,46,0,37,14,958,0,78.72,0,22
915,1,0,2,806,81,23.93,81.67,2,5.95,31,0,34,3,1,40.5,670,243,83.13,3,26
916,1,0,8,2157,44.64,24.82,43,8,6.23,100,3,109,16,10,78.5,2085,491,96.66,11,56
917,0,0,2,412,0,19.62,0,3,0,16,0,19,3,0,9,255,0,61.89,0,20
918,0,0,0,261,0,14.75,0,1,0,16,0,18,4,0,3,177,0,67.82,0,16
919,2,6,11,3083,28.88,24.13,40.51,8,4.28,98,76,130,21,46,1060,1858,4534,60.27,157,81
920,0,0,0,63,41.87,5.4,40.95,2,6.13,15,13,34,10,0,259.2,27,1591,42.86,38,59
921,0,4,0,367,32.31,6.91,41.47,8,4.67,63,79,161,31,0,1354.5,221,6332,60.22,196,71
922,0,0,0,146,30.5,21.5,31.72,1,5.77,12,4,24,6,0,169.1,129,976,88.36,32,75
923,0,0,1,225,0,14.56,0,2,0,11,0,17,2,3,0,131,0,58.22,0,16
924,0,0,2,445,55.22,12.38,60.78,7,5.45,37,9,40,3,0,324.1,421,1767,94.61,32,45
925,0,0,1,113,26.75,16.83,33.58,1,4.78,7,5,16,1,0,134.2,101,642,89.38,24,87
926,0,1,0,701,35.75,9.67,53.74,10,3.99,59,75,102,17,0,895.4,406,3575,57.92,100,67
927,0,0,0,225,73.75,10.3,94,2,4.71,14,5,18,4,0,125.2,103,590,45.78,8,27
928,0,0,3,1502,0,35.1,0,4,1.5,41,0,52,12,0,2,1018,3,67.78,0,60
929,0,3,0,256,23.87,8.77,32.17,3,4.45,41,36,64,19,0,552.2,193,2459,75.39,103,92
930,0,0,0,15,0,2.5,0,0,3.67,2,0,2,0,0,15,5,55,33.33,0,4
931,0,1,0,616,38.11,23.61,54.07,1,4.23,30,53,44,12,0,396.3,425,1677,68.99,44,63
932,0,1,0,56,27.45,9.6,39.55,1,4.17,8,12,17,3,0,145,48,604,85.71,22,84
933,0,0,3,1670,0,24.19,0,5,0,62,0,68,9,34,2,1282,0,76.77,0,28
934,0,0,2,522,46.6,23.33,53,0,5.28,20,1,23,2,0,44.1,420,233,80.46,5,54
935,0,0,0,130,0,10.2,0,2,0,5,0,5,0,2,0,51,0,39.23,0,12
936,0,0,0,6,0,1,0,0,8.17,1,0,1,0,0,6,1,49,16.67,0,2
937,0,0,0,52,49.21,9,59.58,2,4.96,9,9,31,5,0,238.2,36,1181,69.23,24,51
938,0,0,0,19,0,0,0,0,4.2,1,0,3,1,0,5,7,21,36.84,0,0
939,0,0,0,26,105,5.5,114,0,5.53,2,0,2,0,0,19,11,105,42.31,1,7
940,0,0,0,5,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
941,0,0,2,560,0,17.35,0,2,0,19,0,20,2,0,6,295,0,52.68,0,19
942,0,0,0,3,0,0,0,0,0,1,0,3,1,0,0,2,0,66.67,0,0
943,0,0,0,21,58.67,3,65,0,5.42,4,1,8,2,0,65,6,352,28.57,6,42
944,0,0,2,384,26.4,15.25,36.4,3,4.35,17,0,17,1,0,30.2,244,132,63.54,5,87
945,0,0,4,1125,0,22.93,0,3,0,31,0,31,3,8,3,642,0,57.07,0,24
946,0,7,0,257,26.97,15.23,32.34,2,5,23,34,62,10,0,528.1,198,2643,77.04,98,87
947,0,4,0,77,22.35,2.83,34.04,6,3.94,18,51,52,6,0,465.1,34,1833,44.16,82,93
948,0,0,0,7,115,0,174,1,3.97,3,4,6,2,0,58,0,230,0,2,4
949,1,0,1,367,0,83.33,0,0,0,4,0,4,1,0,0,250,0,68.12,0,94
950,0,0,0,137,0,29.33,0,0,4,4,0,5,1,0,4,88,16,64.23,0,38
951,0,0,0,63,0,12,0,0,0,2,0,2,0,0,0,24,0,38.1,0,14
952,0,0,0,5,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
953,3,0,24,3767,0,35.26,0,6,0,87,0,90,3,54,48,2962,0,78.63,0,60
954,0,0,0,37,36.56,2.67,37.72,2,5.81,7,1,14,4,0,113.1,8,658,21.62,18,65
955,3,1,13,2536,34.17,36.51,34.67,2,5.91,51,2,55,2,0,69.2,1789,410,70.54,12,69
956,0,0,0,0,16,0,22.5,0,4.27,0,0,1,0,0,7.3,0,32,0,2,95
957,1,0,2,393,0,35.22,0,1,0,12,0,13,3,7,6,317,0,80.66,0,60
958,5,0,36,6005,50.31,35.31,59.06,14,5.11,194,5,226,35,0,354.2,5615,1811,93.51,36,60
959,0,2,0,134,31.09,5.5,42.38,2,4.4,23,33,39,13,0,317.5,55,1399,41.04,45,73
960,0,0,0,20,0,0,0,0,4.71,2,0,3,2,0,7,5,33,25,0,0
961,1,1,6,1832,30.6,23.93,35.93,5,5.11,43,1,43,1,17,89.5,1005,459,54.86,15,75
962,0,0,0,0,46,0,47.5,0,5.81,0,0,3,0,0,15.5,0,92,0,2,54
963,0,0,0,31,0,3,0,2,6,4,0,4,1,3,7,9,42,29.03,0,5
964,0,2,0,67,31.97,4,43.97,4,4.36,16,16,53,8,0,461.4,32,2014,47.76,63,73
965,1,0,3,1109,85,23.73,81,6,6.3,27,2,27,1,17,27,617,170,55.64,2,26
966,0,1,0,374,30.13,10,42.12,7,4.29,35,43,62,14,0,477.2,210,2049,56.15,68,75
967,0,0,0,9,0,1,0,0,0,1,0,1,0,1,0,1,0,11.11,0,2
968,2,0,8,2738,0,25,0,4,0,110,0,139,22,0,0,2200,0,80.35,0,30
969,2,0,4,817,0,53.15,0,1,8,15,0,15,2,0,2,691,16,84.58,0,94
970,0,0,6,1092,38,28.09,36,3,6.33,24,0,24,1,23,6,646,38,59.16,1,64
971,9,0,31,9224,0,32.09,0,15,10,197,0,198,15,125,1,5841,10,63.32,0,48
972,0,0,0,13,54.67,1.67,66.67,0,4.92,3,2,4,0,0,33.2,5,164,38.46,3,46
973,0,10,1,472,29.35,12.48,34.47,3,5.11,40,33,92,11,0,672.1,362,3434,76.69,117,78
974,0,0,1,544,27,26.86,33,0,4.91,18,0,18,4,0,22,376,108,69.12,4,84
975,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
976,0,0,0,124,0,39,0,0,0,1,0,1,0,1,0,39,0,31.45,0,68
977,0,0,1,147,140.5,21.86,162,2,5.2,8,3,9,1,0,54,153,281,104.08,2,22
978,0,0,0,81,32,18.33,42,1,4.57,3,0,4,0,2,21,55,96,67.9,3,71
979,4,1,49,9571,47.56,35.85,59.62,18,4.79,255,21,269,47,1,785,7456,3757,77.9,79,53
980,0,0,0,156,0,12.25,0,1,0,4,0,4,0,4,1,49,0,31.41,0,14
981,0,0,0,3,82,0,102,1,4.82,1,0,2,0,0,17,0,82,0,1,18
982,0,0,2,526,0,23,0,0,0,11,0,13,0,3,2,253,0,48.1,0,26
983,0,0,0,0,110,0,105,0,6.29,0,1,2,0,0,17.3,0,110,0,1,4
984,0,0,0,6,130,0,174,0,4.48,1,3,3,1,0,29,3,130,50,1,3
985,0,0,5,1702,2,26.68,2,4,6,45,0,49,5,4,0.2,1067,2,62.69,1,32
986,0,0,0,0,48,0,72,0,4,0,0,2,0,0,12,0,48,0,1,52
987,0,1,1,382,33.72,17.5,39.92,2,5.07,18,5,31,2,0,239.3,280,1214,73.3,36,69
988,0,4,0,163,27.53,6.27,34.98,4,4.72,27,39,62,16,0,507.1,69,2395,42.33,87,84
989,0,0,8,2133,0,27.83,0,6,0,54,0,55,7,0,18,1308,0,61.32,0,34
990,0,0,0,65,0,8.5,0,0,24,2,0,2,0,2,0.1,17,4,26.15,0,10
991,0,9,1,526,29.74,19.59,31.95,3,5.58,36,6,83,9,0,681.4,529,3807,100.57,128,78
992,0,8,3,680,14.61,22.16,22.55,2,3.89,39,25,54,8,0,447.1,687,1738,101.03,119,95
993,0,0,0,173,46.15,13.75,70.7,0,3.92,15,33,29,7,0,235.4,110,923,63.58,20,54
994,0,0,3,2237,0,19.42,0,8,0,117,0,166,29,0,0,1709,0,76.4,0,20
995,0,0,0,57,0,4.5,0,0,7.02,2,1,2,0,0,9.5,9,69,15.79,0,6
996,0,0,2,321,0,27.57,0,0,0,7,0,7,0,7,4,193,0,60.12,0,34
997,0,0,0,0,49,0,50.5,0,5.82,0,0,2,0,0,16.5,0,98,0,2,51
998,0,2,0,705,36.16,16.54,47.67,4,4.55,55,35,70,18,0,595.5,612,2712,86.81,75,65
999,0,2,1,1571,33.33,14.98,41.55,4,4.81,69,25,78,14,11,595.3,824,2866,52.45,86,65
1000,0,0,0,127,0,12.86,0,0,0,8,0,12,1,0,0,90,0,70.87,0,14
1001,0,0,0,14,27,4,36,1,4.5,2,1,2,0,0,6,8,27,57.14,1,84
1002,0,0,0,22,0,2,0,1,5.64,4,0,4,1,0,25,6,141,27.27,0,4
1003,0,0,0,123,35.58,16,47.58,1,4.49,8,10,10,3,0,95.1,80,427,65.04,12,67
1004,3,0,10,2103,41.33,49.24,40.33,3,6.15,48,1,53,14,1,20.1,1674,124,79.6,3,90
1005,0,0,0,2,68,0,60,1,6.8,1,0,1,0,0,10,0,68,0,1,32
1006,0,0,3,262,128,45,122,1,6.3,5,1,6,0,0,20.2,225,128,85.88,1,80
1007,0,0,0,27,77,11.5,84,0,5.5,3,0,3,1,0,14,23,77,85.19,1,23
1008,0,0,0,410,0,17.65,0,4,0,24,0,36,7,0,0,300,0,73.17,0,19
1009,0,0,0,20,0,0,0,0,0,2,0,3,2,0,0,11,0,55,0,0
1010,0,0,1,259,0,25.33,0,0,0,6,0,6,0,5,3,152,0,58.69,0,30
1011,0,0,0,11,0,3,0,0,0,1,0,2,0,1,0,3,0,27.27,0,5
1012,0,0,0,67,0,9.2,0,1,0,5,0,5,0,2,2,46,0,68.66,0,11
1013,1,0,0,411,33.54,25.32,39.23,3,5.13,19,5,19,0,19,85,481,436,117.03,13,69
1014,0,0,0,389,41,24.25,57.35,0,4.29,21,15,29,9,0,191.1,291,820,74.81,20,59
1015,0,0,0,47,29.25,3.25,43.5,2,4.03,4,0,4,0,0,29,13,117,27.66,4,78
1016,0,1,0,117,34.97,3.77,51.59,1,4.07,21,53,61,8,0,541.4,49,2203,41.88,63,64
1017,0,0,0,17,63,4,78,0,4.85,2,0,2,0,0,13,8,63,47.06,1,37
1018,0,0,4,1084,0,27.52,0,0,0,24,0,25,1,0,5,633,0,58.39,0,34
1019,0,0,2,448,13,27.56,7,0,11.14,9,0,9,0,9,1.1,248,13,55.36,1,94
1020,0,0,0,229,5,14.63,0,0,0,8,0,8,0,0,3,117,0,51.09,0,94
1021,0,5,1,709,29.21,13.97,44.64,5,3.93,57,83,92,21,0,788.4,503,3096,70.94,106,78
1022,0,0,2,979,70,20.48,90,5,4.67,38,1,42,7,3,30,635,140,64.86,2,30
1023,0,0,0,340,44.09,12.2,55.15,6,4.8,26,15,42,11,0,312.3,183,1499,53.82,34,56
1024,0,0,0,83,27.46,10.33,31.15,1,5.29,7,1,9,1,0,67.3,62,357,74.7,13,84
1025,2,0,33,7336,0,35.12,0,12,1.71,220,0,245,51,0,2.2,5935,4,80.9,0,60
1026,0,0,1,150,0,17.83,0,0,0,8,0,9,2,0,0,107,0,71.33,0,19
1027,0,0,0,37,57,13,69,0,4.96,2,0,3,0,0,23,26,114,70.27,2,43
1028,0,0,0,2,0,2,0,0,0,1,0,1,0,0,1,2,0,100,0,4
1029,0,0,1,264,0,11.85,0,3,0,16,0,22,3,0,0,154,0,58.33,0,13
1030,0,0,2,251,0,25.57,0,0,0,7,0,8,0,7,5,179,0,71.31,0,30
1031,11,3,45,7451,35.83,47,47.83,7,4.49,167,26,187,24,0,940,6721,4228,90.2,118,67
1032,0,0,1,1298,0,19.73,0,6,0,77,0,122,33,3,0,868,0,66.87,0,20
1033,0,0,0,18,27,12,33,0,4.91,1,0,2,0,0,11,12,54,66.67,2,84
1034,0,1,0,63,29.46,9.75,30.92,0,5.72,5,5,7,1,0,67,39,383,61.9,13,78
1035,0,1,0,53,31.63,9,34.63,2,5.48,8,10,18,3,0,155.5,45,854,84.91,27,73
1036,0,0,0,97,0,10.5,0,1,0,4,0,4,0,4,1,42,0,43.3,0,12
1037,5,0,44,9801,46,33.41,58,8,4.76,217,0,224,30,37,9.4,6248,46,63.75,1,54
1038,1,0,2,860,40.33,27.38,45,1,5.38,22,0,22,1,16,45,575,242,66.86,6,60
1039,0,0,0,0,0,0,0,0,2.8,0,4,1,0,0,10,0,28,0,0,0
1040,0,0,3,378,34.13,17.72,34.63,2,5.91,18,2,18,0,12,46.1,319,273,84.39,8,69
1041,0,1,1,112,16.7,23.67,25.2,0,3.98,4,4,6,1,0,42,71,167,63.39,10,94
1042,0,0,6,1479,0,27.4,0,2,0,42,0,44,7,4,9,959,0,64.84,0,34
1043,0,0,0,98,0,13.33,0,1,0,6,0,6,3,0,0,40,0,40.82,0,15
1044,0,0,0,103,0,30.5,0,0,15,2,0,2,0,0,0.4,61,10,59.22,0,40
1045,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,4,0,26,0,0,0
1046,0,0,6,685,34.19,24.65,41.56,3,4.94,32,11,33,1,19,221.4,764,1094,111.53,32,69
1047,0,0,0,2,34.5,0,27,1,7.67,1,0,1,0,0,9,0,69,0,2,69
1048,0,0,0,129,0,6.67,0,0,0,3,0,3,0,3,2,20,0,15.5,0,8
1049,0,6,0,513,29.05,13.8,34.8,7,5.01,52,47,80,32,0,661.1,276,3312,53.8,114,78
1050,0,0,0,24,30,16,56,0,3.21,1,0,1,0,0,7,16,30,66.67,1,75
1051,0,3,0,357,20.36,10.04,35.9,3,3.4,32,76,56,9,0,519.1,231,1771,64.71,87,94
1052,0,0,0,2,0,0,0,0,6.71,1,0,2,1,0,7,1,47,50,0,0
1053,0,0,0,48,53.5,8.17,83,1,3.87,6,8,10,0,0,83,49,321,102.08,6,47
1054,0,0,0,55,53.75,15,74.63,0,4.32,7,1,13,4,0,99.3,45,430,81.82,8,47
1055,0,0,0,40,171,13.5,138,0,7.43,2,0,3,0,0,23,27,171,67.5,1,15
1056,0,0,1,143,0,41,0,0,0,2,0,2,0,1,0,82,0,57.34,0,72
1057,0,0,3,1026,0,22.96,0,2,0,26,0,26,0,17,6,597,0,58.19,0,24
1058,0,0,0,1,58.5,0,66.5,0,5.28,1,1,3,1,0,22.1,0,117,0,2,42
1059,0,0,0,10,78.5,2,69,1,6.83,2,1,3,0,0,23,4,157,40,2,22
1060,0,0,5,689,53.5,31.87,54,2,5.94,15,0,15,0,13,54,478,321,69.38,6,47
1061,0,0,0,169,51.13,16.2,64,1,4.79,8,5,13,3,0,85.2,81,409,47.93,8,59
1062,1,2,1,896,35.29,23.78,45.11,1,4.69,27,12,27,0,18,210.3,642,988,71.65,28,67
1063,0,0,0,0,22.5,0,30,0,4.5,0,1,1,0,0,10,0,45,0,2,93
1064,0,0,0,37,34,0,42,0,4.86,1,2,1,1,0,7,37,34,100,1,69
